SW,SW_0,8,0,,,
SW,SW_28,8,0,,,
SW,SW_119,8,0,,,
SW,SW_1,8,0,,,
SW,SW_13,8,0,,,
SW,SW_30,8,0,,,
SW,SW_73,8,0,,,
SW,SW_103,8,0,,,
SW,SW_122,8,0,,,
SW,SW_2,8,0,,,
SW,SW_71,8,0,,,
SW,SW_127,8,0,,,
SW,SW_3,8,0,,,
SW,SW_18,8,0,,,
SW,SW_54,8,0,,,
SW,SW_96,8,0,,,
SW,SW_4,8,0,,,
SW,SW_106,8,0,,,
SW,SW_5,8,0,,,
SW,SW_31,8,0,,,
SW,SW_46,8,0,,,
SW,SW_6,8,0,,,
SW,SW_52,8,0,,,
SW,SW_60,8,0,,,
SW,SW_81,8,0,,,
SW,SW_117,8,0,,,
SW,SW_7,8,0,,,
SW,SW_33,8,0,,,
SW,SW_8,8,0,,,
SW,SW_19,8,0,,,
SW,SW_51,8,0,,,
SW,SW_114,8,0,,,
SW,SW_9,8,0,,,
SW,SW_37,8,0,,,
SW,SW_77,8,0,,,
SW,SW_85,8,0,,,
SW,SW_10,8,0,,,
SW,SW_78,8,0,,,
SW,SW_82,8,0,,,
SW,SW_102,8,0,,,
SW,SW_11,8,0,,,
SW,SW_12,8,0,,,
SW,SW_25,8,0,,,
SW,SW_40,8,0,,,
SW,SW_55,8,0,,,
SW,SW_59,8,0,,,
SW,SW_67,8,0,,,
SW,SW_100,8,0,,,
SW,SW_112,8,0,,,
SW,SW_125,8,0,,,
SW,SW_14,8,0,,,
SW,SW_17,8,0,,,
SW,SW_50,8,0,,,
SW,SW_66,8,0,,,
SW,SW_72,8,0,,,
SW,SW_75,8,0,,,
SW,SW_15,8,0,,,
SW,SW_38,8,0,,,
SW,SW_16,8,0,,,
SW,SW_24,8,0,,,
SW,SW_47,8,0,,,
SW,SW_56,8,0,,,
SW,SW_88,8,0,,,
SW,SW_99,8,0,,,
SW,SW_63,8,0,,,
SW,SW_20,8,0,,,
SW,SW_48,8,0,,,
SW,SW_21,8,0,,,
SW,SW_22,8,0,,,
SW,SW_29,8,0,,,
SW,SW_45,8,0,,,
SW,SW_89,8,0,,,
SW,SW_23,8,0,,,
SW,SW_61,8,0,,,
SW,SW_70,8,0,,,
SW,SW_90,8,0,,,
SW,SW_108,8,0,,,
SW,SW_27,8,0,,,
SW,SW_92,8,0,,,
SW,SW_68,8,0,,,
SW,SW_84,8,0,,,
SW,SW_79,8,0,,,
SW,SW_39,8,0,,,
SW,SW_69,8,0,,,
SW,SW_34,8,0,,,
SW,SW_35,8,0,,,
SW,SW_36,8,0,,,
SW,SW_94,8,0,,,
SW,SW_41,8,0,,,
